cod_ibge;municipio;qtd_leitos;qtd_uti
411520;Maringá;868;165
411535;Maripá;0;0
411540;Marmeleiro;37;0
411550;Marumbi;12;0
411560;Matelândia;25;0
411570;Matinhos;0;0
411580;Medianeira;150;13
411600;Miraselva;6;0
411605;Missal;31;0
411620;Morretes;23;0
411670;Nova Aurora;39;0
411680;Nova Cantu;11;0
411690;Nova Esperança;50;0
411695;Nova Esperança do Sudoeste;9;0
411700;Nova Fátima;14;0
411710;Nova Londrina;20;0
411720;Nova Olímpia;13;0
411722;Nova Santa Rosa;11;0
411725;Nova Prata do Iguaçu;13;0
411727;Nova Tebas;20;0
411730;Ortigueira;13;0
411750;Paiçandu;16;0
411760;Palmas;50;10
411770;Palmeira;84;0
411790;Palotina;30;0
411800;Paraíso do Norte;18;0
411820;Paranaguá;126;18
411830;Paranapoema;8;0
411840;Paranavaí;130;10
411845;Pato Bragado;12;0
411850;Pato Branco;212;24
411870;Paulo Frontin;7;0
411890;Pérola;15;0
411910;Piên;30;0
411915;Pinhais;56;0
411920;Pinhalão;13;0
411930;Pinhão;51;0
411940;Piraí do Sul;14;0
411950;Piraquara;84;0
411960;Pitanga;48;0
411970;Planaltina do Paraná;9;0
411980;Planalto;35;0
411990;Ponta Grossa;575;72
412000;Porecatu;19;0
412020;Porto Rico;6;0
412033;Prado Ferreira;14;0
412035;Pranchita;33;0
412040;Presidente Castelo Branco;13;0
412050;Primeiro de Maio;9;0
412060;Prudentópolis;77;0
412070;Quatiguá;17;0
412090;Quedas do Iguaçu;20;0
412100;Querência do Norte;17;0
412120;Quitandinha;15;0
412130;Rancho Alegre;12;0
412150;Rebouças;51;0
412170;Reserva;18;0
412180;Ribeirão Claro;33;0
412190;Ribeirão do Pinhal;32;0
412200;Rio Azul;31;0
412220;Rio Branco do Sul;25;0
412230;Rio Negro;22;0
412240;Rolândia;35;0
412250;Roncador;17;0
412260;Rondon;22;0
412265;Rosário do Ivaí;14;0
412290;Salto do Itararé;13;0
412300;Salto do Lontra;16;0
412310;Santa Amélia;10;0
412350;Santa Helena;37;0
412370;Santa Isabel do Ivaí;16;0
412380;Santa Izabel do Oeste;20;0
412385;Santa Maria do Oeste;23;0
412390;Santa Mariana;21;0
412400;Santana do Itararé;13;0
412410;Santo Antônio da Platina;77;0
412420;Santo Antônio do Caiuá;6;0
412430;Santo Antônio do Paraíso;7;0
412440;Santo Antônio do Sudoeste;19;0
412460;São Carlos do Ivaí;10;0
412470;São Jerônimo da Serra;15;0
412490;São João do Caiuá;8;0
412500;São João do Ivaí;13;0
412510;São João do Triunfo;18;0
412520;São Jorge d'Oeste;17;0
412535;São Jorge do Patrocínio;12;0
412540;São José da Boa Vista;11;0
412545;São José das Palmeiras;15;0
412550;São José dos Pinhais;124;19
412560;São Mateus do Sul;24;0
412570;São Miguel do Iguaçu;225;20
412580;São Pedro do Ivaí;16;0
412600;São Sebastião da Amoreira;21;0
412620;Sapopema;27;0
412625;Sarandi;123;15
412630;Sengés;18;0
412640;Sertaneja;17;0
412650;Sertanópolis;12;0
412660;Siqueira Campos;41;0
412667;Tamarana;9;0
412670;Tamboara;6;0
412700;Teixeira Soares;10;0
412710;Telêmaco Borba;107;12
412720;Terra Boa;38;0
412730;Terra Rica;17;0
412740;Terra Roxa;11;0
412750;Tibagi;20;0
412760;Tijucas do Sul;10;0
412770;Toledo;212;36
412780;Tomazina;46;0
412785;Três Barras do Paraná;24;0
412788;Tunas do Paraná;4;0
412790;Tuneiras do Oeste;17;0
412795;Tupãssi;17;0
412796;Turvo;35;0
412800;Ubiratã;61;0
412810;Umuarama;431;54
412820;União da Vitória;83;16
412840;Uraí;24;0
412850;Wenceslau Braz;25;0
412855;Vera Cruz do Oeste;14;0
412860;Verê;18;0
420010;Abelardo Luz;33;0
420020;Agrolândia;14;0
420040;Água Doce;21;0
420070;Alfredo Wagner;15;0
420090;Angelina;42;0
420100;Anita Garibaldi;27;0
420110;Anitápolis;22;0
420127;Arabutã;20;0
420140;Araranguá;79;10
420150;Armazém;24;0
420160;Arroio Trinta;14;0
420190;Aurora;7;0
420200;Balneário Camboriú;215;30
420220;Benedito Novo;1;0
420230;Biguaçu;47;0
420240;Blumenau;557;65
420260;Bom Retiro;34;0
420280;Braço do Norte;44;0
420290;Brusque;200;20
420300;Caçador;85;20
420310;Caibi;22;0
420320;Camboriú;20;0
420330;Campo Alegre;28;0
420340;Campo Belo do Sul;24;0
420350;Campo Erê;26;0
420360;Campos Novos;68;0
420370;Canelinha;10;0
420380;Canoinhas;43;10
420390;Capinzal;46;0
420400;Catanduvas;28;0
420410;Caxambu do Sul;23;0
420420;Chapecó;290;23
420430;Concórdia;131;10
420440;Coronel Freitas;27;0
420455;Correia Pinto;23;0
420460;Criciúma;358;54
420470;Cunha Porã;29;0
420480;Curitibanos;67;8
420490;Descanso;26;0
420500;Dionísio Cerqueira;34;0
420520;Erval Velho;40;0
420530;Faxinal dos Guedes;26;0
420540;Florianópolis;1386;158
420550;Fraiburgo;42;0
420580;Garuva;5;0
420590;Gaspar;82;0
420630;Guabiruba;16;0
420640;Guaraciaba;32;0
420650;Guaramirim;50;0
420660;Guarujá do Sul;13;0
420680;Ibicaré;0;0
420690;Ibirama;59;10
420700;Içara;56;0
420720;Imaruí;26;0
420730;Imbituba;52;0
420740;Imbuia;6;0
420750;Indaial;70;0
420760;Ipira;24;0
420765;Iporã do Oeste;35;0
420770;Ipumirim;9;0
420780;Irani;17;0
420790;Irineópolis;13;0
420800;Itá;27;0
420810;Itaiópolis;21;0
420820;Itajaí;265;31
420830;Itapema;20;0
420840;Itapiranga;40;0
420845;Itapoá;1;0
420850;Ituporanga;37;10
420870;Jacinto Machado;28;0
420880;Jaguaruna;43;0
420890;Jaraguá do Sul;239;30
420900;Joaçaba;129;10
420910;Joinville;908;98
420915;José Boiteux;1;0
420930;Lages;336;20
420940;Laguna;47;0
420960;Lauro Müller;23;0
420970;Lebon Régis;45;0
420985;Lindóia do Sul;49;0
421000;Luiz Alves;38;0
421003;Luzerna;32;0
421010;Mafra;108;20
421030;Major Vieira;25;0
421050;Maravilha;70;10
421060;Massaranduba;21;0
421080;Meleiro;36;0
421090;Modelo;23;0
421100;Mondaí;19;0
421105;Monte Carlo;9;0
421110;Monte Castelo;14;0
421120;Morro da Fumaça;88;0
421130;Navegantes;26;0
421140;Nova Erechim;40;0
421150;Nova Trento;45;0
421160;Nova Veneza;40;0
421170;Orleans;36;0
421175;Otacílio Costa;28;0
421190;Palhoça;26;0
421200;Palma Sola;26;0
421210;Palmitos;31;0
421220;Papanduva;19;0
421250;Penha;26;0
421260;Peritiba;23;0
421270;Petrolândia;14;0
421290;Pinhalzinho;29;0
421320;Pomerode;46;0
421330;Ponte Alta;42;0
421340;Ponte Serrada;31;0
421360;Porto União;68;8
421370;Pouso Redondo;18;0
421380;Praia Grande;37;0
421400;Presidente Getúlio;37;0
421420;Quilombo;20;0
421450;Rio do Campo;21;0
421470;Rio dos Cedros;47;0
421480;Rio do Sul;195;20
421490;Rio Fortuna;20;0
421500;Rio Negrinho;88;0
421510;Rodeio;30;0
421530;Salete;28;0
421540;Salto Veloso;9;0
421550;Santa Cecília;55;0
421570;Santo Amaro da Imperatriz;45;0
421580;São Bento do Sul;60;10
421590;São Bonifácio;20;0
421600;São Carlos;51;0
421620;São Francisco do Sul;25;0
421625;São João do Oeste;19;0
421630;São João Batista;18;0
421650;São Joaquim;79;0
421660;São José;501;73
421670;São José do Cedro;22;0
421690;São Lourenço do Oeste;39;0
421710;São Martinho;15;0
421720;São Miguel do Oeste;93;10
421725;São Pedro de Alcântara;93;0
421730;Saudades;29;0
421750;Seara;36;0
421770;Sombrio;80;0
421780;Taió;29;0
421790;Tangará;16;0
421800;Tijucas;38;0
421810;Timbé do Sul;20;0
421820;Timbó;70;10
421830;Três Barras;31;0
421840;Treze de Maio;32;0
421860;Trombudo Central;68;0
421870;Tubarão;360;35
421875;Tunápolis;24;0
421880;Turvo;47;0
421890;Urubici;38;0
421900;Urussanga;72;0
421910;Vargeão;14;0
421920;Vidal Ramos;16;0
421930;Videira;125;18
421935;Vitor Meireles;10;0
421940;Witmarsum;21;0
421950;Xanxerê;121;11
421960;Xavantina;20;0
421970;Xaxim;27;0
430003;Aceguá;29;0
430010;Agudo;48;0
430020;Ajuricaba;39;0
430030;Alecrim;43;0
430040;Alegrete;103;8
430050;Alpestre;20;0
430060;Alvorada;36;0
430064;Ametista do Sul;14;0
430070;Anta Gorda;34;0
430080;Antônio Prado;39;0
430090;Aratiba;19;0
430100;Arroio do Meio;49;0
430110;Arroio dos Ratos;13;0
430120;Arroio do Tigre;53;0
430130;Arroio Grande;30;0
430140;Arvorezinha;32;0
430150;Augusto Pestana;32;0
430160;Bagé;145;26
430165;Barão;19;0
430190;Barra do Ribeiro;0;0
430210;Bento Gonçalves;193;20
430220;Boa Vista do Buricá;33;0
430230;Bom Jesus;20;0
430235;Bom Princípio;33;0
430240;Bom Retiro do Sul;33;0
430245;Boqueirão do Leão;27;0
430260;Braga;27;0
430265;Brochier;17;0
430270;Butiá;31;0
430280;Caçapava do Sul;52;0
430290;Cacequi;22;0
430300;Cachoeira do Sul;152;9
430310;Cachoeirinha;32;0
430330;Caibaté;26;0
430340;Caiçara;15;0
430350;Camaquã;89;0
430360;Cambará do Sul;18;0
430370;Campina das Missões;28;0
430380;Campinas do Sul;36;0
430390;Campo Bom;59;10
430400;Campo Novo;19;0
430420;Candelária;57;0
430430;Cândido Godói;25;0
430440;Canela;30;0
430450;Canguçu;65;10
430460;Canoas;553;65
430463;Capão da Canoa;65;10
430470;Carazinho;89;7
430480;Carlos Barbosa;46;0
430490;Casca;17;0
430510;Caxias do Sul;693;100
430520;Cerro Largo;30;0
430530;Chapada;39;0
430535;Charqueadas;114;0
430540;Chiapetta;21;0
430570;Condor;10;0
430580;Constantina;14;0
430590;Coronel Bicaco;24;0
430600;Crissiumal;24;0
430610;Cruz Alta;196;14
430620;Cruzeiro do Sul;25;0
430630;David Canabarro;20;0
430640;Dois Irmãos;35;0
430645;Dois Lajeados;38;0
430650;Dom Feliciano;19;0
430660;Dom Pedrito;77;5
430680;Encantado;30;0
430690;Encruzilhada do Sul;39;0
430700;Erechim;212;19
430710;Herval;27;0
430750;Espumoso;43;0
430755;Estação;29;0
430760;Estância Velha;26;0
430770;Esteio;91;8
430780;Estrela;72;10
430790;Farroupilha;61;10
430800;Faxinal do Soturno;47;1
430810;Feliz;29;0
430820;Flores da Cunha;38;0
430840;Formigueiro;14;0
430845;Fortaleza dos Valos;11;0
430850;Frederico Westphalen;78;10
430860;Garibaldi;56;0
430870;Gaurama;29;0
430890;Getúlio Vargas;44;0
430900;Giruá;33;0
430910;Gramado;65;10
430920;Gravataí;150;10
430925;Guabiju;3;0
430930;Guaíba;16;0
430940;Guaporé;53;0
430950;Guarani das Missões;26;0
430960;Horizontina;47;0
430970;Humaitá;23;0
431000;Ibirubá;29;0
431010;Igrejinha;60;0
431020;Ijuí;252;38
431030;Ilópolis;29;0
431050;Iraí;38;0
431060;Itaqui;40;0
431070;Itatiba do Sul;10;0
431075;Ivorá;19;0
431080;Ivoti;39;0
431085;Jaboticaba;26;0
431100;Jaguarão;35;0
431110;Jaguari;36;0
431112;Jaquirana;8;0
431115;Jóia;3;0
431120;Júlio de Castilhos;38;0
431130;Lagoa Vermelha;47;0
431140;Lajeado;118;20
431150;Lavras do Sul;16;0
431180;Marau;72;0
431190;Marcelino Ramos;35;0
431205;Marques de Souza;31;0
431210;Mata;22;0
431220;Maximiliano de Almeida;25;0
431240;Montenegro;150;19
431245;Morro Redondo;19;0
431250;Mostardas;21;0
431260;Muçum;19;0
431265;Não-Me-Toque;72;0
431270;Nonoai;36;0
431290;Nova Bassano;51;0
431300;Nova Bréscia;24;0
431310;Nova Palma;26;0
431320;Nova Petrópolis;23;0
431330;Nova Prata;56;0
431340;Novo Hamburgo;304;44
431350;Osório;50;0
431360;Paim Filho;32;0
431365;Palmares do Sul;34;0
431370;Palmeira das Missões;80;0
431380;Palmitinho;31;0
431390;Panambi;61;0
431400;Paraí;27;0
431402;Paraíso do Sul;29;0
431405;Parobé;63;0
431410;Passo Fundo;798;71
431420;Pedro Osório;25;0
431430;Pejuçara;11;0
431440;Pelotas;746;72
431447;Pinhal Grande;22;0
431450;Pinheiro Machado;52;0
431460;Piratini;104;0
431470;Planalto;31;0
431480;Portão;39;0
431490;Porto Alegre;4971;618
431500;Porto Lucena;37;0
431510;Porto Xavier;31;0
431515;Progresso;37;0
431520;Putinga;23;0
431530;Quaraí;33;0
431535;Quinze de Novembro;9;0
431540;Redentora;17;0
431550;Restinga Sêca;32;0
431560;Rio Grande;462;36
431570;Rio Pardo;56;0
431575;Riozinho;30;0
431580;Roca Sales;19;0
431590;Rodeio Bonito;34;0
431600;Rolante;37;0
431610;Ronda Alta;60;0
431620;Rondinha;25;0
431630;Roque Gonzales;24;0
431640;Rosário do Sul;55;8
431643;Saldanha Marinho;15;0
431645;Salto do Jacuí;16;0
431650;Salvador do Sul;23;0
431660;Sananduva;51;0
431670;Santa Bárbara do Sul;26;0
431680;Santa Cruz do Sul;214;17
431690;Santa Maria;741;66
431710;Santana do Livramento;148;20
431720;Santa Rosa;118;24
431730;Santa Vitória do Palmar;38;0
431740;Santiago;87;10
431750;Santo Ângelo;148;17
431760;Santo Antônio da Patrulha;53;0
431780;Santo Augusto;49;0
431790;Santo Cristo;44;0
431800;São Borja;63;7
431810;São Francisco de Assis;36;0
431820;São Francisco de Paula;34;0
431830;São Gabriel;130;10
431840;São Jerônimo;67;0
431843;São João do Polêsine;45;0
431850;São José do Norte;37;0
431860;São José do Ouro;42;0
431870;São Leopoldo;140;7
431880;São Lourenço do Sul;87;0
431890;São Luiz Gonzaga;67;0
431900;São Marcos;52;0
431910;São Martinho;30;0
431915;São Miguel das Missões;27;0
431930;São Paulo das Missões;29;0
431940;São Pedro do Sul;31;0
431950;São Sebastião do Caí;33;0
431960;São Sepé;42;0
431980;São Vicente do Sul;25;0
431990;Sapiranga;82;7
432000;Sapucaia do Sul;104;10
432010;Sarandi;40;0
432020;Seberi;29;0
432026;Segredo;22;0
432030;Selbach;21;0
432040;Serafina Corrêa;39;0
432045;Sério;10;0
432050;Sertão;32;0
432060;Severiano de Almeida;19;0
432065;Silveira Martins;6;0
432067;Sinimbu;41;0
432070;Sobradinho;95;0
432080;Soledade;57;0
432090;Tapejara;65;0
432100;Tapera;19;0
432110;Tapes;34;0
432120;Taquara;48;10
432130;Taquari;52;0
432140;Tenente Portela;68;10
432143;Terra de Areia;1;0
432145;Teutônia;49;0
432150;Torres;44;5
432160;Tramandaí;71;10
432170;Três Coroas;45;0
432180;Três de Maio;47;6
432190;Três Passos;71;10
432195;Trindade do Sul;20;0
432200;Triunfo;32;0
432210;Tucunduva;26;0
432220;Tupanciretã;30;0
432230;Tuparendi;27;0
432240;Uruguaiana;115;20
432250;Vacaria;97;10
432253;Vale do Sol;28;0
432260;Venâncio Aires;76;10
432270;Vera Cruz;39;0
432280;Veranópolis;45;0
432290;Viadutos;38;0
432300;Viamão;143;15
500020;Água Clara;8;0
500060;Amambai;66;0
500070;Anastácio;16;0
500080;Anaurilândia;7;0
500085;Angélica;15;0
500090;Antônio João;4;0
500100;Aparecida do Taboado;49;0
500110;Aquidauana;98;10
500124;Aral Moreira;2;0
500150;Bandeirantes;7;0
500190;Bataguassu;18;0
500210;Bela Vista;20;0
500215;Bodoquena;5;0
500220;Bonito;16;0
500230;Brasilândia;11;0
500240;Caarapó;18;0
500260;Camapuã;10;0
500270;Campo Grande;1523;266
500280;Caracol;5;0
500290;Cassilândia;36;0
500295;Chapadão do Sul;65;0
500310;Corguinho;2;0
500315;Coronel Sapucaia;4;0
500320;Corumbá;114;10
500325;Costa Rica;31;0
500330;Coxim;59;0
500345;Deodápolis;7;0
500348;Dois Irmãos do Buriti;16;0
500370;Dourados;457;69
500375;Eldorado;11;0
500380;Fátima do Sul;47;0
500390;Figueirão;6;0
500400;Glória de Dourados;7;0
500410;Guia Lopes da Laguna;15;0
500430;Iguatemi;24;0
500440;Inocência;5;0
500450;Itaporã;8;0
500460;Itaquiraí;16;0
500470;Ivinhema;13;0
500500;Jardim;21;0
500510;Jateí;15;0
500515;Juti;6;0
500525;Laguna Carapã;4;0
500540;Maracaju;31;0
500560;Miranda;13;0
500568;Mundo Novo;18;0
500570;Naviraí;52;0
500580;Nioaque;4;0
500600;Nova Alvorada do Sul;9;0
500620;Nova Andradina;63;10
500625;Novo Horizonte do Sul;7;0
500630;Paranaíba;74;0
500635;Paranhos;5;0
500640;Pedro Gomes;12;0
500660;Ponta Porã;89;10
500690;Porto Murtinho;8;0
500710;Ribas do Rio Pardo;9;0
500720;Rio Brilhante;22;0
500730;Rio Negro;9;0
500740;Rio Verde de Mato Grosso;23;0
500750;Rochedo;5;0
500755;Santa Rita do Pardo;7;0
500769;São Gabriel do Oeste;24;0
500770;Sete Quedas;30;0
500790;Sidrolândia;27;0
500793;Sonora;11;0
500795;Tacuru;4;0
500797;Taquarussu;2;0
500830;Três Lagoas;132;19
500840;Vicentina;3;0
510020;Água Boa;70;0
510025;Alta Floresta;70;10
510030;Alto Araguaia;59;0
510060;Alto Taquari;14;0
510080;Apiacás;15;0
510100;Araguaiana;12;0
510125;Araputanga;10;0
510130;Arenápolis;10;0
510140;Aripuanã;17;0
510160;Barão de Melgaço;8;0
510170;Barra do Bugres;41;0
510180;Barra do Garças;57;10
510190;Brasnorte;15;0
510250;Cáceres;148;26
510260;Campinápolis;9;0
510263;Campo Novo do Parecis;19;0
510267;Campo Verde;31;0
510268;Campos de Júlio;13;0
510269;Canabrava do Norte;9;0
510270;Canarana;37;0
510300;Chapada dos Guimarães;18;0
510305;Cláudia;12;0
510310;Cocalinho;8;0
510320;Colíder;75;8
510325;Colniza;18;0
510330;Comodoro;24;0
510335;Confresa;38;0
510337;Cotriguaçu;20;0
510340;Cuiabá;1555;326
510345;Denise;16;0
510350;Diamantino;34;0
510360;Dom Aquino;11;0
510385;Gaúcha do Norte;15;0
510390;General Carneiro;10;0
510410;Guarantã do Norte;31;0
510420;Guiratinga;8;0
510455;Itaúba;9;0
510460;Itiquira;24;0
510480;Jaciara;35;0
510500;Jauru;28;0
510510;Juara;39;0
510515;Juína;90;10
510517;Juruena;9;0
510520;Juscimeira;21;0
510525;Lucas do Rio Verde;68;10
510550;Vila Bela da Santíssima Trindade;36;0
510558;Marcelândia;14;0
510560;Matupá;23;0
510562;Mirassol d'Oeste;52;0
510590;Nobres;27;0
510600;Nortelândia;19;0
510610;Nossa Senhora do Livramento;11;0
510615;Nova Bandeirantes;6;0
510618;Nova Lacerda;6;0
510620;Nova Brasilândia;10;0
510622;Nova Mutum;27;0
510623;Nova Olímpia;32;0
510625;Nova Xavantina;18;0
510627;Novo Horizonte do Norte;12;0
510628;Novo São Joaquim;13;0
510629;Paranaíta;21;0
510630;Paranatinga;17;0
510637;Pedra Preta;15;0
510642;Peixoto de Azevedo;40;0
510650;Poconé;41;0
510670;Ponte Branca;9;0
510675;Pontes e Lacerda;46;0
510677;Porto Alegre do Norte;11;0
510680;Porto dos Gaúchos;16;0
510700;Poxoréu;55;0
510704;Primavera do Leste;95;22
510706;Querência;17;0
510710;São José dos Quatro Marcos;33;0
510718;Ribeirão Cascalheira;19;0
510719;Ribeirãozinho;7;0
510720;Rio Branco;12;0
510730;São José do Rio Claro;12;0
510735;São José do Xingu;19;0
510760;Rondonópolis;256;39
510770;Rosário Oeste;44;0
510775;Salto do Céu;6;0
510777;Santa Terezinha;11;0
510780;Santo Antônio de Leverger;17;0
510785;São Félix do Araguaia;19;0
510787;Sapezal;35;0
510790;Sinop;180;22
510792;Sorriso;96;20
510794;Tabaporã;9;0
510795;Tangará da Serra;105;41
510800;Tapurah;15;0
510805;Terra Nova do Norte;24;0
510810;Tesouro;10;0
510820;Torixoréu;15;0
510835;Vale de São Domingos;5;0
510840;Várzea Grande;269;33
510860;Vila Rica;19;0
510885;Nova Marilândia;8;0
510890;Nova Maringá;6;0
510895;Nova Monte Verde;10;0
520010;Abadiânia;9;0
520013;Acreúna;46;0
520017;Água Fria de Goiás;8;0
520025;Águas Lindas de Goiás;28;0
520030;Alexânia;19;0
520050;Aloândia;9;0
520060;Alto Paraíso de Goiás;12;0
520080;Alvorada do Norte;17;0
520085;Americano do Brasil;11;0
520090;Amorinópolis;10;0
520110;Anápolis;592;76
520130;Anicuns;30;0
520140;Aparecida de Goiânia;370;85
520150;Aporé;15;0
520160;Araçu;9;0
520170;Aragarças;23;0
520180;Aragoiânia;7;0
520215;Araguapaz;6;0
520235;Arenópolis;11;0
520250;Aruanã;9;0
520280;Avelinópolis;8;0
520320;Barro Alto;13;0
520330;Bela Vista de Goiás;17;0
520340;Bom Jardim de Goiás;12;0
520350;Bom Jesus de Goiás;17;0
520355;Bonfinópolis;3;0
520380;Britânia;10;0
520390;Buriti Alegre;22;0
520393;Buriti de Goiás;7;0
520400;Cabeceiras;11;0
520410;Cachoeira Alta;16;0
520425;Cachoeira Dourada;10;0
520430;Caçu;20;0
520440;Caiapônia;22;0
520450;Caldas Novas;81;20
520465;Campinaçu;13;0
520470;Campinorte;7;0
520480;Campo Alegre de Goiás;15;0
520490;Campos Belos;31;0
520500;Carmo do Rio Verde;13;0
520505;Castelândia;9;0
520510;Catalão;244;28
520520;Caturaí;10;0
520530;Cavalcante;9;0
520540;Ceres;248;19
520545;Cezarina;10;0
520547;Chapadão do Céu;15;0
520549;Cidade Ocidental;28;0
520551;Cocalzinho de Goiás;15;0
520552;Colinas do Sul;10;0
520570;Córrego do Ouro;8;0
520580;Corumbá de Goiás;20;0
520590;Corumbaíba;19;0
520620;Cristalina;38;0
520630;Cristianópolis;4;0
520640;Crixás;60;0
520650;Cromínia;7;0
520660;Cumari;10;0
520670;Damianópolis;7;0
520680;Damolândia;8;0
520710;Diorama;12;0
520725;Doverlândia;13;0
520735;Edealina;10;0
520740;Edéia;29;0
520750;Estrela do Norte;13;0
520753;Faina;13;0
520760;Fazenda Nova;8;0
520780;Firminópolis;26;0
520790;Flores de Goiás;5;0
520800;Formosa;93;12
520810;Formoso;16;0
520830;Divinópolis de Goiás;12;0
520840;Goianápolis;12;0
520850;Goiandira;24;0
520860;Goianésia;136;10
520870;Goiânia;4115;653
520880;Goianira;50;0
520890;Goiás;59;10
520910;Goiatuba;85;0
520960;Heitoraí;10;0
520970;Hidrolândia;13;0
520980;Hidrolina;16;0
520990;Iaciara;9;0
520993;Inaciolândia;9;0
520995;Indiara;27;0
521000;Inhumas;115;11
521010;Ipameri;84;0
521020;Iporá;86;0
521030;Israelândia;3;0
521040;Itaberaí;19;0
521060;Itaguaru;14;0
521080;Itajá;11;0
521090;Itapaci;36;0
521100;Itapirapuã;16;0
521120;Itapuranga;81;0
521130;Itarumã;10;0
521140;Itauçu;10;0
521150;Itumbiara;164;10
521160;Ivolândia;5;0
521170;Jandaia;7;0
521180;Jaraguá;66;0
521190;Jataí;105;20
521200;Jaupaci;5;0
521210;Joviânia;10;0
521220;Jussara;49;0
521230;Leopoldo de Bulhões;17;0
521250;Luziânia;63;5
521260;Mairipotaba;10;0
521270;Mambaí;13;0
521280;Mara Rosa;25;0
521290;Marzagão;18;0
521295;Matrinchã;9;0
521300;Maurilândia;7;0
521308;Minaçu;43;0
521310;Mineiros;155;10
521350;Monte Alegre de Goiás;10;0
521370;Montes Claros de Goiás;18;0
521375;Montividiu;8;0
521380;Morrinhos;65;0
521385;Morro Agudo de Goiás;15;0
521390;Mossâmedes;14;0
521400;Mozarlândia;13;0
521405;Mundo Novo;6;0
521410;Mutunópolis;12;0
521440;Nazário;8;0
521450;Nerópolis;60;50
521460;Niquelândia;70;0
521470;Nova América;2;0
521483;Nova Crixás;24;0
521500;Nova Veneza;10;0
521520;Novo Brasil;7;0
521530;Orizona;17;0
521550;Ouvidor;19;0
521560;Padre Bernardo;18;0
521565;Palestina de Goiás;13;0
521570;Palmeiras de Goiás;15;0
521580;Palmelo;6;0
521590;Palminópolis;12;0
521600;Panamá;7;0
521630;Paranaiguara;16;0
521640;Paraúna;15;0
521680;Petrolina de Goiás;22;0
521710;Piracanjuba;46;0
521720;Piranhas;20;0
521730;Pirenópolis;37;0
521740;Pires do Rio;28;0
521760;Planaltina;29;0
521770;Pontalina;25;0
521800;Porangatu;70;0
521805;Porteirão;10;0
521810;Portelândia;8;0
521830;Posse;43;0
521850;Quirinópolis;71;11
521860;Rialma;13;0
521880;Rio Verde;278;39
521890;Rubiataba;78;0
521900;Sanclerlândia;12;0
521910;Santa Bárbara de Goiás;9;0
521920;Santa Cruz de Goiás;8;0
521925;Santa Fé de Goiás;10;0
521930;Santa Helena de Goiás;111;10
521950;Santa Rosa de Goiás;10;0
521960;Santa Tereza de Goiás;11;0
521970;Santa Terezinha de Goiás;17;0
521973;Santo Antônio de Goiás;13;0
521975;Santo Antônio do Descoberto;55;0
521980;São Domingos;9;0
522000;São João d'Aliança;16;0
522010;São Luís de Montes Belos;69;9
522015;São Luiz do Norte;7;0
522020;São Miguel do Araguaia;40;0
522026;São Miguel do Passa-Quatro;10;0
522040;São Simão;32;0
522045;Senador Canedo;44;10
522050;Serranópolis;11;0
522060;Silvânia;23;0
522068;Simolândia;12;0
522100;Taquaral de Goiás;31;0
522130;Três Ranchos;6;0
522140;Trindade;466;0
522145;Trombas;9;0
522150;Turvânia;11;0
522155;Turvelândia;8;0
522160;Uruaçu;62;0
522170;Uruana;15;0
522185;Valparaíso de Goiás;23;0
522200;Vianópolis;27;0
522205;Vicentinópolis;8;0
522220;Vila Boa;7;0
530010;Brasília;4644;835
